date,home_team,home_continent,away_team,away_continent,team,scorer,minute,own_goal,penalty
11/15/2019,Norway,Europe,Faroe Islands,Europe,Norway,Alexander Sørloth,65,FALSE,FALSE
11/15/2019,Romania,Europe,Sweden,Europe,Sweden,Marcus Berg,18,FALSE,FALSE
11/15/2019,Romania,Europe,Sweden,Europe,Sweden,Robin Quaison,34,FALSE,FALSE
11/15/2019,Spain,Europe,Malta,Europe,Spain,Álvaro Morata,23,FALSE,FALSE
11/15/2019,Spain,Europe,Malta,Europe,Spain,Santi Cazorla,41,FALSE,FALSE
11/15/2019,Spain,Europe,Malta,Europe,Spain,Pau Torres,62,FALSE,FALSE
11/15/2019,Spain,Europe,Malta,Europe,Spain,Pablo Sarabia,63,FALSE,FALSE
11/15/2019,Spain,Europe,Malta,Europe,Spain,Dani Olmo,69,FALSE,FALSE
11/15/2019,Spain,Europe,Malta,Europe,Spain,Gerard Moreno,71,FALSE,FALSE
11/15/2019,Spain,Europe,Malta,Europe,Spain,Jesús Navas,85,FALSE,FALSE
11/15/2019,Switzerland,Europe,Georgia,Asia,Switzerland,Cedric Itten,77,FALSE,FALSE
11/16/2019,Austria,Europe,North Macedonia,Europe,Austria,David Alaba,7,FALSE,FALSE
11/16/2019,Austria,Europe,North Macedonia,Europe,Austria,Stefan Lainer,48,FALSE,FALSE
11/16/2019,Austria,Europe,North Macedonia,Europe,North Macedonia,Vlatko Stojanovski,90,FALSE,FALSE
11/16/2019,Azerbaijan,Asia,Wales,Europe,Wales,Kieffer Moore,10,FALSE,FALSE
11/16/2019,Azerbaijan,Asia,Wales,Europe,Wales,Harry Wilson,34,FALSE,FALSE
11/16/2019,Croatia,Europe,Slovakia,Europe,Slovakia,Róbert Boženík,32,FALSE,FALSE
11/16/2019,Croatia,Europe,Slovakia,Europe,Croatia,Nikola Vlašić,56,FALSE,FALSE
11/16/2019,Croatia,Europe,Slovakia,Europe,Croatia,Bruno Petković,60,FALSE,FALSE
11/16/2019,Croatia,Europe,Slovakia,Europe,Croatia,Ivan Perišić,74,FALSE,FALSE
11/16/2019,Cyprus,Europe,Scotland,Europe,Scotland,Ryan Christie,12,FALSE,FALSE
11/16/2019,Cyprus,Europe,Scotland,Europe,Cyprus,Georgios Efrem,47,FALSE,FALSE
11/16/2019,Cyprus,Europe,Scotland,Europe,Scotland,John McGinn,53,FALSE,FALSE
11/16/2019,Germany,Europe,Belarus,Europe,Germany,Matthias Ginter,41,FALSE,FALSE
11/16/2019,Germany,Europe,Belarus,Europe,Germany,Leon Goretzka,49,FALSE,FALSE
11/16/2019,Germany,Europe,Belarus,Europe,Germany,Toni Kroos,55,FALSE,FALSE
11/16/2019,Germany,Europe,Belarus,Europe,Germany,Toni Kroos,83,FALSE,FALSE
11/16/2019,Israel,Asia,Poland,Europe,Poland,Grzegorz Krychowiak,4,FALSE,FALSE
11/16/2019,Israel,Asia,Poland,Europe,Poland,Krzysztof Piątek,54,FALSE,FALSE
11/16/2019,Israel,Asia,Poland,Europe,Israel,Mu'nas Dabbur,88,FALSE,FALSE
11/16/2019,Russia,Europe/Asia,Belgium,Europe,Belgium,Thorgan Hazard,19,FALSE,FALSE
11/16/2019,Russia,Europe/Asia,Belgium,Europe,Belgium,Eden Hazard,33,FALSE,FALSE
11/16/2019,Russia,Europe/Asia,Belgium,Europe,Belgium,Eden Hazard,40,FALSE,FALSE
11/16/2019,Russia,Europe/Asia,Belgium,Europe,Belgium,Romelu Lukaku,72,FALSE,FALSE
11/16/2019,Russia,Europe/Asia,Belgium,Europe,Russia,Georgi Dzhikiya,79,FALSE,FALSE
11/16/2019,San Marino,Europe,Kazakhstan,Asia,Kazakhstan,Bakhtiyar Zaynutdinov,6,FALSE,FALSE
11/16/2019,San Marino,Europe,Kazakhstan,Asia,Kazakhstan,Gafurzhan Suyumbayev,22,FALSE,FALSE
11/16/2019,San Marino,Europe,Kazakhstan,Asia,Kazakhstan,Aleksey Shchotkin,26,FALSE,FALSE
11/16/2019,San Marino,Europe,Kazakhstan,Asia,San Marino,Filippo Berardi,77,FALSE,FALSE
11/16/2019,Slovenia,Europe,Latvia,Europe,Slovenia,Igors Tarasovs,53,TRUE,FALSE
11/17/2019,Albania,Europe,France,Europe,France,Corentin Tolisso,9,FALSE,FALSE
11/17/2019,Albania,Europe,France,Europe,France,Antoine Griezmann,30,FALSE,FALSE
11/17/2019,Andorra,Europe,Turkey,Europe/Asia,Turkey,Enes Ünal,17,FALSE,FALSE
11/17/2019,Andorra,Europe,Turkey,Europe/Asia,Turkey,Enes Ünal,21,FALSE,TRUE
11/17/2019,Bulgaria,Europe,Czech Republic,Europe,Bulgaria,Vasil Bozhikov,56,FALSE,FALSE
11/17/2019,Kosovo,Europe,England,Europe,England,Harry Winks,32,FALSE,FALSE
11/17/2019,Kosovo,Europe,England,Europe,England,Harry Kane,79,FALSE,FALSE
11/17/2019,Kosovo,Europe,England,Europe,England,Marcus Rashford,83,FALSE,FALSE
11/17/2019,Kosovo,Europe,England,Europe,England,Mason Mount,90,FALSE,FALSE
11/17/2019,Luxembourg,Europe,Portugal,Europe,Portugal,Bruno Fernandes,39,FALSE,FALSE
11/17/2019,Luxembourg,Europe,Portugal,Europe,Portugal,Cristiano Ronaldo,86,FALSE,FALSE
11/17/2019,Moldova,Europe,Iceland,Europe,Iceland,Birkir Bjarnason,17,FALSE,FALSE
11/17/2019,Moldova,Europe,Iceland,Europe,Moldova,Nicolae Milinceanu,56,FALSE,FALSE
11/17/2019,Moldova,Europe,Iceland,Europe,Iceland,Gylfi Sigurðsson,65,FALSE,FALSE
11/17/2019,Serbia,Europe,Ukraine,Europe,Serbia,Dušan Tadić,9,FALSE,TRUE
11/17/2019,Serbia,Europe,Ukraine,Europe,Ukraine,Roman Yaremchuk,32,FALSE,FALSE
11/17/2019,Serbia,Europe,Ukraine,Europe,Serbia,Aleksandar Mitrović,56,FALSE,FALSE
11/17/2019,Serbia,Europe,Ukraine,Europe,Ukraine,Artem Besyedin,90,FALSE,FALSE
11/18/2019,Gibraltar,Europe,Switzerland,Europe,Switzerland,Cedric Itten,10,FALSE,FALSE
11/18/2019,Gibraltar,Europe,Switzerland,Europe,Switzerland,Ruben Vargas,50,FALSE,FALSE
11/18/2019,Gibraltar,Europe,Switzerland,Europe,Switzerland,Christian Fassnacht,57,FALSE,FALSE
11/18/2019,Gibraltar,Europe,Switzerland,Europe,Gibraltar,Reece Styche,74,FALSE,FALSE
11/18/2019,Gibraltar,Europe,Switzerland,Europe,Switzerland,Loris Benito,75,FALSE,FALSE
11/18/2019,Gibraltar,Europe,Switzerland,Europe,Switzerland,Cedric Itten,84,FALSE,FALSE
11/18/2019,Gibraltar,Europe,Switzerland,Europe,Switzerland,Granit Xhaka,86,FALSE,FALSE
11/18/2019,Greece,Europe,Finland,Europe,Finland,Teemu Pukki,27,FALSE,FALSE
11/18/2019,Greece,Europe,Finland,Europe,Greece,Petros Mantalos,47,FALSE,FALSE
11/18/2019,Greece,Europe,Finland,Europe,Greece,Konstantinos Galanopoulos,70,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Ciro Immobile,8,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Nicolò Zaniolo,9,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Nicolò Barella,29,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Ciro Immobile,33,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Nicolò Zaniolo,64,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Alessio Romagnoli,72,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Jorginho,75,FALSE,TRUE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Riccardo Orsolini,78,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Armenia,Edgar Babayan,79,FALSE,FALSE
11/18/2019,Italy,Europe,Armenia,Asia,Italy,Federico Chiesa,81,FALSE,FALSE
11/18/2019,Liechtenstein,Europe,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,Eldar Ćivić,57,FALSE,FALSE
11/18/2019,Liechtenstein,Europe,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,Armin Hodžić,64,FALSE,FALSE
11/18/2019,Liechtenstein,Europe,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,Armin Hodžić,72,FALSE,FALSE
11/18/2019,Malta,Europe,Norway,Europe,Norway,Joshua King,7,FALSE,FALSE
11/18/2019,Malta,Europe,Norway,Europe,Malta,Paul Fenech,40,FALSE,FALSE
11/18/2019,Malta,Europe,Norway,Europe,Norway,Alexander Sørloth,62,FALSE,FALSE
11/18/2019,Republic of Ireland,Europe,Denmark,Europe,Denmark,Martin Braithwaite,73,FALSE,FALSE
11/18/2019,Republic of Ireland,Europe,Denmark,Europe,Republic of Ireland,Matt Doherty,85,FALSE,FALSE
11/18/2019,Spain,Europe,Romania,Europe,Spain,Fabián Ruiz,8,FALSE,FALSE
11/18/2019,Spain,Europe,Romania,Europe,Spain,Gerard Moreno,33,FALSE,FALSE
11/18/2019,Spain,Europe,Romania,Europe,Spain,Gerard Moreno,43,FALSE,FALSE
11/18/2019,Spain,Europe,Romania,Europe,Spain,Adrian Rus,45,TRUE,FALSE
11/18/2019,Spain,Europe,Romania,Europe,Spain,Mikel Oyarzabal,90,FALSE,FALSE
11/18/2019,Sweden,Europe,Faroe Islands,Europe,Sweden,Sebastian Andersson,29,FALSE,FALSE
11/18/2019,Sweden,Europe,Faroe Islands,Europe,Sweden,Mattias Svanberg,72,FALSE,FALSE
11/18/2019,Sweden,Europe,Faroe Islands,Europe,Sweden,John Guidetti,80,FALSE,FALSE
11/19/2019,Afghanistan,Asia,Qatar,Asia,Qatar,Akram Afif,76,FALSE,TRUE
11/19/2019,Belgium,Europe,Cyprus,Europe,Cyprus,Nicholas Ioannou,14,FALSE,FALSE
11/19/2019,Belgium,Europe,Cyprus,Europe,Belgium,Christian Benteke,16,FALSE,FALSE
11/19/2019,Belgium,Europe,Cyprus,Europe,Belgium,Kevin De Bruyne,36,FALSE,FALSE
11/19/2019,Belgium,Europe,Cyprus,Europe,Belgium,Kevin De Bruyne,41,FALSE,FALSE
11/19/2019,Belgium,Europe,Cyprus,Europe,Belgium,Yannick Carrasco,44,FALSE,FALSE
11/19/2019,Belgium,Europe,Cyprus,Europe,Belgium,Kypros Christoforou,51,TRUE,FALSE
11/19/2019,Belgium,Europe,Cyprus,Europe,Belgium,Christian Benteke,68,FALSE,FALSE
11/19/2019,Germany,Europe,Northern Ireland,Europe,Northern Ireland,Michael Smith,7,FALSE,FALSE
11/19/2019,Germany,Europe,Northern Ireland,Europe,Germany,Serge Gnabry,19,FALSE,FALSE
11/19/2019,Germany,Europe,Northern Ireland,Europe,Germany,Leon Goretzka,43,FALSE,FALSE
11/19/2019,Germany,Europe,Northern Ireland,Europe,Germany,Serge Gnabry,47,FALSE,FALSE
11/19/2019,Germany,Europe,Northern Ireland,Europe,Germany,Serge Gnabry,60,FALSE,FALSE
11/19/2019,Germany,Europe,Northern Ireland,Europe,Germany,Leon Goretzka,73,FALSE,FALSE
11/19/2019,Germany,Europe,Northern Ireland,Europe,Germany,Julian Brandt,90,FALSE,FALSE
11/19/2019,Hong Kong,Asia,Cambodia,Asia,Hong Kong,James Ha,20,FALSE,FALSE
11/19/2019,Hong Kong,Asia,Cambodia,Asia,Hong Kong,Roberto Orlando Affonso Júnior,83,FALSE,FALSE
11/19/2019,Jordan,Asia,Taiwan,Asia,Jordan,Baha' Faisal,4,FALSE,FALSE
11/19/2019,Jordan,Asia,Taiwan,Asia,Jordan,Ahmad Ersan,25,FALSE,FALSE
11/19/2019,Jordan,Asia,Taiwan,Asia,Jordan,Salem Al-Ajalin,43,FALSE,FALSE
11/19/2019,Jordan,Asia,Taiwan,Asia,Jordan,Hamza Al-Dardour,62,FALSE,FALSE
11/19/2019,Jordan,Asia,Taiwan,Asia,Jordan,Baha' Faisal,75,FALSE,FALSE
11/19/2019,Kyrgyzstan,Asia,Tajikistan,Asia,Tajikistan,Jahongir Ergashev,17,FALSE,FALSE
11/19/2019,Kyrgyzstan,Asia,Tajikistan,Asia,Kyrgyzstan,Tamirlan Kozubaev,83,FALSE,FALSE
11/19/2019,Latvia,Europe,Austria,Europe,Latvia,Mārcis Ošs,65,FALSE,FALSE
11/19/2019,Malaysia,Asia,Indonesia,Asia,Malaysia,Safawi Rasid,30,FALSE,FALSE
11/19/2019,Malaysia,Asia,Indonesia,Asia,Malaysia,Safawi Rasid,73,FALSE,FALSE
11/19/2019,Maldives,Asia,Guam,Oceania,Maldives,Ali Samooh,23,FALSE,FALSE
11/19/2019,Maldives,Asia,Guam,Oceania,Maldives,Travis Nicklaw,38,TRUE,FALSE
11/19/2019,Maldives,Asia,Guam,Oceania,Guam,John Matkin,49,FALSE,FALSE
11/19/2019,Maldives,Asia,Guam,Oceania,Maldives,Ali Ashfaq,90,FALSE,FALSE
11/19/2019,Myanmar,Asia,Mongolia,Asia,Myanmar,Hlaing Bo Bo,17,FALSE,FALSE
11/19/2019,Nepal,Asia,Kuwait,Asia,Kuwait,Bader Al-Mutawa,28,FALSE,FALSE
11/19/2019,Netherlands,Europe,Estonia,Europe,Netherlands,Georginio Wijnaldum,6,FALSE,FALSE
11/19/2019,Netherlands,Europe,Estonia,Europe,Netherlands,Nathan Aké,19,FALSE,FALSE
11/19/2019,Netherlands,Europe,Estonia,Europe,Netherlands,Georginio Wijnaldum,66,FALSE,FALSE
11/19/2019,Netherlands,Europe,Estonia,Europe,Netherlands,Georginio Wijnaldum,79,FALSE,FALSE
11/19/2019,Netherlands,Europe,Estonia,Europe,Netherlands,Myron Boadu,87,FALSE,FALSE
11/19/2019,North Macedonia,Europe,Israel,Asia,North Macedonia,Boban Nikolov,45,FALSE,FALSE
11/19/2019,Oman,Asia,India,Asia,Oman,Muhsen Al-Ghassani,33,FALSE,FALSE
11/19/2019,Poland,Europe,Slovenia,Europe,Poland,Sebastian Szymański,3,FALSE,FALSE
11/19/2019,Poland,Europe,Slovenia,Europe,Slovenia,Tim Matavž,14,FALSE,FALSE
11/19/2019,Poland,Europe,Slovenia,Europe,Poland,Robert Lewandowski,54,FALSE,FALSE
11/19/2019,Poland,Europe,Slovenia,Europe,Slovenia,Josip Iličić,61,FALSE,FALSE
11/19/2019,Poland,Europe,Slovenia,Europe,Poland,Jacek Góralski,81,FALSE,FALSE
11/19/2019,San Marino,Europe,Russia,Europe/Asia,Russia,Daler Kuzyayev,3,FALSE,FALSE
11/19/2019,San Marino,Europe,Russia,Europe/Asia,Russia,Sergei Petrov,19,FALSE,FALSE
11/19/2019,San Marino,Europe,Russia,Europe/Asia,Russia,Aleksei Miranchuk,49,FALSE,FALSE
11/19/2019,San Marino,Europe,Russia,Europe/Asia,Russia,Aleksei Ionov,56,FALSE,FALSE
11/19/2019,San Marino,Europe,Russia,Europe/Asia,Russia,Nikolay Komlichenko,78,FALSE,FALSE
11/19/2019,Scotland,Europe,Kazakhstan,Asia,Kazakhstan,Bakhtiyar Zaynutdinov,34,FALSE,FALSE
11/19/2019,Scotland,Europe,Kazakhstan,Asia,Scotland,John McGinn,48,FALSE,FALSE
11/19/2019,Scotland,Europe,Kazakhstan,Asia,Scotland,Steven Naismith,64,FALSE,FALSE
11/19/2019,Scotland,Europe,Kazakhstan,Asia,Scotland,John McGinn,90,FALSE,FALSE
11/19/2019,Slovakia,Europe,Azerbaijan,Asia,Slovakia,Róbert Boženík,19,FALSE,FALSE
11/19/2019,Slovakia,Europe,Azerbaijan,Asia,Slovakia,Marek Hamšík,86,FALSE,FALSE
11/19/2019,Syria,Asia,Philippines,Asia,Syria,Ward Al Salama,23,FALSE,FALSE
11/19/2019,Turkmenistan,Asia,Sri Lanka,Asia,Turkmenistan,Abdy Bäşimow,44,FALSE,FALSE
11/19/2019,Turkmenistan,Asia,Sri Lanka,Asia,Turkmenistan,Altymyrat Annadurdyýew,59,FALSE,FALSE
11/19/2019,Uzbekistan,Asia,Palestine,Asia,Uzbekistan,Eldor Shomurodov,18,FALSE,FALSE
11/19/2019,Uzbekistan,Asia,Palestine,Asia,Uzbekistan,Eldor Shomurodov,58,FALSE,FALSE
11/19/2019,Wales,Europe,Hungary,Europe,Wales,Aaron Ramsey,15,FALSE,FALSE
11/19/2019,Wales,Europe,Hungary,Europe,Wales,Aaron Ramsey,47,FALSE,FALSE
11/19/2019,Yemen,Asia,Singapore,Asia,Singapore,Ikhsan Fandi,19,FALSE,FALSE
11/19/2019,Yemen,Asia,Singapore,Asia,Singapore,Hafiz Nor,52,FALSE,FALSE
11/19/2019,Yemen,Asia,Singapore,Asia,Yemen,Nasser Al-Gahwashi,85,FALSE,FALSE
10/8/2020,Argentina,South America,Ecuador,South America,Argentina,Lionel Messi,13,FALSE,TRUE
10/8/2020,Bosnia and Herzegovina,Europe,Northern Ireland,Europe,Bosnia and Herzegovina,Rade Krunić,14,FALSE,FALSE
10/8/2020,Bosnia and Herzegovina,Europe,Northern Ireland,Europe,Northern Ireland,Niall McGinn,53,FALSE,FALSE
10/8/2020,Bulgaria,Europe,Hungary,Europe,Hungary,Willi Orbán,17,FALSE,FALSE
10/8/2020,Bulgaria,Europe,Hungary,Europe,Hungary,Zsolt Kalmár,47,FALSE,FALSE
10/8/2020,Bulgaria,Europe,Hungary,Europe,Hungary,Nemanja Nikolić,75,FALSE,FALSE
10/8/2020,Bulgaria,Europe,Hungary,Europe,Bulgaria,Georgi Yomov,89,FALSE,FALSE
10/8/2020,Georgia,Asia,Belarus,Europe,Georgia,Tornike Okriashvili,7,FALSE,TRUE
10/8/2020,Iceland,Europe,Romania,Europe,Iceland,Gylfi Sigurðsson,16,FALSE,FALSE
10/8/2020,Iceland,Europe,Romania,Europe,Iceland,Gylfi Sigurðsson,34,FALSE,FALSE
10/8/2020,Iceland,Europe,Romania,Europe,Romania,Alexandru Maxim,63,FALSE,TRUE
10/8/2020,North Macedonia,Europe,Kosovo,Europe,North Macedonia,Benjamin Kololli,16,TRUE,FALSE
10/8/2020,North Macedonia,Europe,Kosovo,Europe,Kosovo,Florent Hadergjonaj,29,FALSE,FALSE
10/8/2020,North Macedonia,Europe,Kosovo,Europe,North Macedonia,Darko Velkovski,33,FALSE,FALSE
10/8/2020,Norway,Europe,Serbia,Europe,Serbia,Sergej Milinković-Savić,82,FALSE,FALSE
10/8/2020,Norway,Europe,Serbia,Europe,Norway,Mathias Normann,88,FALSE,FALSE
10/8/2020,Norway,Europe,Serbia,Europe,Serbia,Sergej Milinković-Savić,102,FALSE,FALSE
10/8/2020,Paraguay,South America,Peru,South America,Peru,André Carrillo,52,FALSE,FALSE
10/8/2020,Paraguay,South America,Peru,South America,Paraguay,Ángel Romero,66,FALSE,FALSE
10/8/2020,Paraguay,South America,Peru,South America,Paraguay,Ángel Romero,81,FALSE,FALSE
10/8/2020,Paraguay,South America,Peru,South America,Peru,André Carrillo,85,FALSE,FALSE
10/8/2020,Uruguay,South America,Chile,South America,Uruguay,Luis Suárez,39,FALSE,TRUE
10/8/2020,Uruguay,South America,Chile,South America,Chile,Alexis Sánchez,54,FALSE,FALSE
10/8/2020,Uruguay,South America,Chile,South America,Uruguay,Maxi Gómez,90,FALSE,FALSE
10/9/2020,Brazil,South America,Bolivia,South America,Brazil,Marquinhos,16,FALSE,FALSE
10/9/2020,Brazil,South America,Bolivia,South America,Brazil,Roberto Firmino,30,FALSE,FALSE
10/9/2020,Brazil,South America,Bolivia,South America,Brazil,Roberto Firmino,49,FALSE,FALSE
10/9/2020,Brazil,South America,Bolivia,South America,Brazil,José María Carrasco,66,TRUE,FALSE
10/9/2020,Brazil,South America,Bolivia,South America,Brazil,Philippe Coutinho,73,FALSE,FALSE
10/9/2020,Colombia,South America,Venezuela,South America,Colombia,Duván Zapata,16,FALSE,FALSE
10/9/2020,Colombia,South America,Venezuela,South America,Colombia,Luis Muriel,26,FALSE,FALSE
10/9/2020,Colombia,South America,Venezuela,South America,Colombia,Luis Muriel,45,FALSE,FALSE
10/13/2020,Bolivia,South America,Argentina,South America,Bolivia,Marcelo Martins Moreno,24,FALSE,FALSE
10/13/2020,Bolivia,South America,Argentina,South America,Argentina,Lautaro Martínez,45,FALSE,FALSE
10/13/2020,Bolivia,South America,Argentina,South America,Argentina,Joaquín Correa,79,FALSE,FALSE
10/13/2020,Chile,South America,Colombia,South America,Colombia,Jefferson Lerma,6,FALSE,FALSE
10/13/2020,Chile,South America,Colombia,South America,Chile,Arturo Vidal,37,FALSE,TRUE
10/13/2020,Chile,South America,Colombia,South America,Chile,Alexis Sánchez,41,FALSE,FALSE
10/13/2020,Chile,South America,Colombia,South America,Colombia,Radamel Falcao,90,FALSE,FALSE
10/13/2020,Ecuador,South America,Uruguay,South America,Ecuador,Moisés Caicedo,14,FALSE,FALSE
10/13/2020,Ecuador,South America,Uruguay,South America,Ecuador,Michael Estrada,45,FALSE,FALSE
10/13/2020,Ecuador,South America,Uruguay,South America,Ecuador,Michael Estrada,52,FALSE,FALSE
10/13/2020,Ecuador,South America,Uruguay,South America,Ecuador,Gonzalo Plata,75,FALSE,FALSE
10/13/2020,Ecuador,South America,Uruguay,South America,Uruguay,Luis Suárez,83,FALSE,TRUE
10/13/2020,Ecuador,South America,Uruguay,South America,Uruguay,Luis Suárez,90,FALSE,TRUE
10/13/2020,Peru,South America,Brazil,South America,Peru,André Carrillo,5,FALSE,FALSE
10/13/2020,Peru,South America,Brazil,South America,Brazil,Neymar,28,FALSE,TRUE
10/13/2020,Peru,South America,Brazil,South America,Peru,Renato Tapia,59,FALSE,FALSE
10/13/2020,Peru,South America,Brazil,South America,Brazil,Richarlison,64,FALSE,FALSE
10/13/2020,Peru,South America,Brazil,South America,Brazil,Neymar,83,FALSE,TRUE
10/13/2020,Peru,South America,Brazil,South America,Brazil,Neymar,90,FALSE,FALSE
10/13/2020,Venezuela,South America,Paraguay,South America,Paraguay,Gastón Giménez,85,FALSE,FALSE
11/12/2020,Argentina,South America,Paraguay,South America,Paraguay,Ángel Romero,21,FALSE,TRUE
11/12/2020,Argentina,South America,Paraguay,South America,Argentina,Nicolás González,41,FALSE,FALSE
11/12/2020,Bolivia,South America,Ecuador,South America,Bolivia,Juan Carlos Arce,37,FALSE,FALSE
11/12/2020,Bolivia,South America,Ecuador,South America,Ecuador,Beder Caicedo,46,FALSE,FALSE
11/12/2020,Bolivia,South America,Ecuador,South America,Ecuador,Ángel Mena,55,FALSE,FALSE
11/12/2020,Bolivia,South America,Ecuador,South America,Bolivia,Marcelo Martins Moreno,60,FALSE,FALSE
11/12/2020,Bolivia,South America,Ecuador,South America,Ecuador,Carlos Gruezo,88,FALSE,TRUE
11/12/2020,Georgia,Asia,North Macedonia,Europe,North Macedonia,Goran Pandev,56,FALSE,FALSE
11/12/2020,Hungary,Europe,Iceland,Europe,Iceland,Gylfi Sigurðsson,11,FALSE,FALSE
11/12/2020,Hungary,Europe,Iceland,Europe,Hungary,Loïc Négo,88,FALSE,FALSE
11/12/2020,Hungary,Europe,Iceland,Europe,Hungary,Dominik Szoboszlai,90,FALSE,FALSE
11/12/2020,Northern Ireland,Europe,Slovakia,Europe,Slovakia,Juraj Kucka,17,FALSE,FALSE
11/12/2020,Northern Ireland,Europe,Slovakia,Europe,Northern Ireland,Milan Škriniar,88,TRUE,FALSE
11/12/2020,Northern Ireland,Europe,Slovakia,Europe,Slovakia,Michal Ďuriš,110,FALSE,FALSE
11/12/2020,Serbia,Europe,Scotland,Europe,Scotland,Ryan Christie,52,FALSE,FALSE
11/12/2020,Serbia,Europe,Scotland,Europe,Serbia,Luka Jović,90,FALSE,FALSE
11/13/2020,Brazil,South America,Venezuela,South America,Brazil,Roberto Firmino,66,FALSE,FALSE
11/13/2020,Chile,South America,Peru,South America,Chile,Arturo Vidal,19,FALSE,FALSE
11/13/2020,Chile,South America,Peru,South America,Chile,Arturo Vidal,34,FALSE,FALSE
11/13/2020,Colombia,South America,Uruguay,South America,Uruguay,Edinson Cavani,5,FALSE,FALSE
11/13/2020,Colombia,South America,Uruguay,South America,Uruguay,Luis Suárez,54,FALSE,TRUE
11/13/2020,Colombia,South America,Uruguay,South America,Uruguay,Darwin Núñez,73,FALSE,FALSE
11/17/2020,Ecuador,South America,Colombia,South America,Ecuador,Robert Arboleda,7,FALSE,FALSE
11/17/2020,Ecuador,South America,Colombia,South America,Ecuador,Ángel Mena,9,FALSE,FALSE
11/17/2020,Ecuador,South America,Colombia,South America,Ecuador,Michael Estrada,32,FALSE,FALSE
11/17/2020,Ecuador,South America,Colombia,South America,Ecuador,Xavier Arreaga,39,FALSE,FALSE
11/17/2020,Ecuador,South America,Colombia,South America,Colombia,James Rodríguez,45,FALSE,TRUE
11/17/2020,Ecuador,South America,Colombia,South America,Ecuador,Gonzalo Plata,78,FALSE,FALSE
11/17/2020,Ecuador,South America,Colombia,South America,Ecuador,Pervis Estupiñán,90,FALSE,FALSE
11/17/2020,Paraguay,South America,Bolivia,South America,Paraguay,Ángel Romero,19,FALSE,TRUE
11/17/2020,Paraguay,South America,Bolivia,South America,Bolivia,Marcelo Martins Moreno,41,FALSE,FALSE
11/17/2020,Paraguay,South America,Bolivia,South America,Bolivia,Boris Céspedes,45,FALSE,FALSE
11/17/2020,Paraguay,South America,Bolivia,South America,Paraguay,Alejandro Romero Gamarra,72,FALSE,FALSE
11/17/2020,Peru,South America,Argentina,South America,Argentina,Nicolás González,17,FALSE,FALSE
11/17/2020,Peru,South America,Argentina,South America,Argentina,Lautaro Martínez,28,FALSE,FALSE
11/17/2020,Uruguay,South America,Brazil,South America,Brazil,Arthur Melo,33,FALSE,FALSE
11/17/2020,Uruguay,South America,Brazil,South America,Brazil,Richarlison,45,FALSE,FALSE
11/17/2020,Venezuela,South America,Chile,South America,Venezuela,Luis Mago,9,FALSE,FALSE
11/17/2020,Venezuela,South America,Chile,South America,Chile,Arturo Vidal,15,FALSE,FALSE
11/17/2020,Venezuela,South America,Chile,South America,Venezuela,Salomón Rondón,81,FALSE,FALSE
12/4/2020,Qatar,Asia,Bangladesh,Asia,Qatar,Abdulaziz Hatem,9,FALSE,FALSE
12/4/2020,Qatar,Asia,Bangladesh,Asia,Qatar,Akram Afif,33,FALSE,FALSE
12/4/2020,Qatar,Asia,Bangladesh,Asia,Qatar,Almoez Ali,72,FALSE,TRUE
12/4/2020,Qatar,Asia,Bangladesh,Asia,Qatar,Almoez Ali,78,FALSE,FALSE
12/4/2020,Qatar,Asia,Bangladesh,Asia,Qatar,Akram Afif,90,FALSE,FALSE
3/24/2021,Antigua and Barbuda,North America,Montserrat,North America,Montserrat,Lyle Taylor,7,FALSE,TRUE
3/24/2021,Antigua and Barbuda,North America,Montserrat,North America,Antigua and Barbuda,Eugene Kirwan,23,FALSE,FALSE
3/24/2021,Antigua and Barbuda,North America,Montserrat,North America,Montserrat,Lyle Taylor,26,FALSE,FALSE
3/24/2021,Antigua and Barbuda,North America,Montserrat,North America,Antigua and Barbuda,D'Andre Bishop,45,FALSE,FALSE
3/24/2021,Belgium,Europe,Wales,Europe,Wales,Harry Wilson,11,FALSE,FALSE
3/24/2021,Belgium,Europe,Wales,Europe,Belgium,Kevin De Bruyne,22,FALSE,FALSE
3/24/2021,Belgium,Europe,Wales,Europe,Belgium,Thorgan Hazard,28,FALSE,FALSE
3/24/2021,Belgium,Europe,Wales,Europe,Belgium,Romelu Lukaku,73,FALSE,TRUE
3/24/2021,Dominican Republic,North America,Dominica,North America,Dominican Republic,Fran Núñez,52,FALSE,FALSE
